137
t_index   tf-idf
2         0.6227736118378562
20        0.8038856722685882
856       0.9495090077367392
1023      0.7234437737192194
1218      0.36089574013602327
1715      2.738384123512156
1820      1.3766562874945631
1926      0.8604371718829678
1945      5.218894622892936
2004      0.9638671577836063
2090      2.4373541278481747
2561      0.47950749414002464
2684      0.8141048374502743
2806      0.8840780817110754
2978      1.25408428416537
3060      0.638013578394593
3090      1.5480524253418644
3185      1.738384123512156
3187      1.2356203846126121
3315      1.448349512149638
4124      1.717194824442218
4238      1.893286083497899
4324      1.070931170622202
4357      0.7234437737192194
4424      1.3581728818005498
4565      1.1943160791618803
4639      0.5681224081171985
4644      1.4161648287782367
4754      1.3404441148401183
4823      1.0949314470259686
4896      1.2470224296778833
5459      0.9566254710541623
5524      0.6592028774645311
5639      1.4373541278481747
5784      1.3900436909820528
5826      1.738384123512156
5828      0.5876276836518469
5853      0.8166976480285539
6071      1.1417870278856956
6130      0.1626191429754366
6198      0.8575705312313646
6336      1.1099951934618444
6342      1.4161648287782367
6558      0.6891661008419743
6579      1.5770161212771812
6600      0.5740312677277188
6652      0.9602328731285124
6746      0.851893398339674
6866      1.0571428861365688
7131      0.484319670597818
7186      1.9254707668693003
7267      2.6636878861564015
7319      1.471212395109142
7431      0.9221428235203728
7654      1.315138249575348
7694      0.33784613412020975
7752      0.5622928644564748
7767      0.7493795078136191
7858      0.9188401879702872
7910      1.5922560878339178
8095      3.996042868035824
8167      1.2389167413727586
8193      0.7340627497295134
8245      1.268562107533993
8351      0.6112793251473483
8598      5.513041127821723
8616      1.3766562874945631
8776      0.6227736118378562
9027      1.717194824442218
9052      2.453001525066563
9117      0.4362697465559548
9127      0.5003380203833605
9469      0.26856210753399296
9489      0.4978348752295562
9516      3.849505874791104
9551      0.9787162788225254
9593      1.3318439430782008
9940      0.7181572115231478
9980      0.9980214340179121
10162     0.7769630294457077
10209     2.2612628687924934
10287     0.5302115968450343
10365     0.3038152194779572
10369     0.696991438353931
10372     2.3641632454897374
10518     0.9254707668693004
10585     1.738384123512156
10637     0.7130782582473857
10691     2.3641632454897374
10723     0.9390435740585742
10813     1.170182399445161
10954     2.4801471394451107
11102     1.7606605182233082
11233     2.1363241321841935
11302     1.8089651977978631
11635     0.5356532765897635
11856     1.315138249575348
11875     1.3492180391476234
11877     2.2098313358651387
12099     2.2612628687924934
12106     1.6080503550171499
12131     1.5079352021338819
12276     1.8780871481171484
12555     1.315138249575348
12664     0.9566287488596871
12705     0.9123093208113295
12754     1.6414741105040995
12768     2.2612628687924934
12825     4.4399807738473775
12851     1.1820816227448687
13007     1.039414119176137
13173     2.3404441148401185
13315     0.7939014513619873
13360     0.48567957193141487
13405     0.8462895208216755
13413     1.0905190503153888
13438     1.1943160791618803
13479     1.085421499366932
13541     2.853260524912803
13549     1.0223807798773568
13682     0.528869108969525
13801     2.3404441148401185
14258     0.6000814253458745
14292     1.0350927453934946
14448     1.0437789245785871
14518     1.0437789245785871
14549     2.1363241321841935
14569     0.46422627424847607
14584     0.6701982617659943
14612     1.0481880434836424
14659     0.8166976480285539
14785     1.0803727268550436
14788     2.1534194278335423
14791     0.896399318922042
14807     1.323410775541338
14886     0.35188515796150277
14942     0.9288244088768882
